,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
421035,421035,Female,46,1,28.0,0,1-2 Year,Yes,48311.0,124.0,250,1
1966069,1966069,Male,20,1,46.0,1,1-2 Year,Yes,2630.0,156.0,278,0
5822177,5822177,Female,26,1,28.0,0,< 1 Year,Yes,43844.0,152.0,168,0
9604064,9604064,Female,24,1,21.0,1,< 1 Year,No,31846.0,152.0,140,0
7844180,7844180,Female,47,1,11.0,0,1-2 Year,Yes,24357.0,26.0,298,0
2577402,2577402,Male,20,1,50.0,0,< 1 Year,Yes,35409.0,160.0,140,0
8208169,8208169,Female,29,1,10.0,1,< 1 Year,No,37015.0,152.0,282,0
3779191,3779191,Female,27,1,11.0,1,< 1 Year,No,29573.0,152.0,270,0
284399,284399,Male,48,1,28.0,0,1-2 Year,Yes,37309.0,26.0,17,0
1548632,1548632,Male,22,1,30.0,0,< 1 Year,Yes,27866.0,160.0,62,0
9138198,9138198,Male,22,1,46.0,1,< 1 Year,No,27267.0,152.0,151,0
10912996,10912996,Male,52,1,15.0,0,1-2 Year,Yes,35185.0,124.0,111,0
3452259,3452259,Female,37,1,39.0,0,1-2 Year,Yes,27455.0,124.0,226,0
5520106,5520106,Male,26,1,32.0,0,< 1 Year,Yes,2630.0,152.0,116,0
3639996,3639996,Female,25,1,3.0,0,< 1 Year,Yes,40690.0,152.0,205,0
587022,587022,Male,29,1,8.0,1,< 1 Year,No,31531.0,152.0,24,0
406966,406966,Female,39,1,45.0,0,1-2 Year,Yes,23299.0,124.0,24,1
4077618,4077618,Male,61,1,8.0,0,1-2 Year,Yes,2630.0,25.0,265,0
10316889,10316889,Female,26,1,25.0,0,< 1 Year,No,2630.0,160.0,99,0
5004159,5004159,Female,29,1,50.0,1,< 1 Year,No,2630.0,160.0,102,0
5970415,5970415,Female,57,1,28.0,0,1-2 Year,Yes,44139.0,124.0,233,0
6222071,6222071,Male,48,1,17.0,0,1-2 Year,Yes,2630.0,154.0,292,0
8556258,8556258,Male,58,1,29.0,1,1-2 Year,Yes,29550.0,124.0,191,0
6841927,6841927,Female,25,1,46.0,1,< 1 Year,No,43874.0,152.0,120,0
1369778,1369778,Female,24,1,41.0,1,< 1 Year,No,39306.0,152.0,28,0
4780818,4780818,Male,49,1,41.0,0,1-2 Year,Yes,2630.0,157.0,133,1
3252276,3252276,Male,69,1,2.0,0,1-2 Year,Yes,2630.0,124.0,263,0
2799417,2799417,Female,44,1,8.0,1,1-2 Year,No,34691.0,124.0,65,0
10619910,10619910,Male,47,1,46.0,0,1-2 Year,Yes,2630.0,124.0,222,0
5752183,5752183,Female,31,1,41.0,1,< 1 Year,No,44761.0,152.0,84,0
9188730,9188730,Male,27,1,28.0,0,< 1 Year,Yes,45139.0,163.0,99,0
358225,358225,Female,26,1,30.0,1,< 1 Year,No,31645.0,152.0,110,0
438956,438956,Male,74,1,41.0,0,1-2 Year,Yes,33783.0,154.0,43,0
4244880,4244880,Male,31,1,29.0,0,< 1 Year,Yes,20447.0,124.0,278,0
2740326,2740326,Female,58,1,2.0,0,1-2 Year,Yes,2630.0,160.0,74,0
2835696,2835696,Male,52,1,45.0,1,1-2 Year,No,28800.0,124.0,105,0
11244202,11244202,Female,23,1,14.0,1,< 1 Year,No,27384.0,151.0,163,0
5565317,5565317,Male,22,1,46.0,1,< 1 Year,No,27551.0,152.0,251,0
5642831,5642831,Male,27,1,11.0,0,< 1 Year,Yes,25443.0,152.0,226,0
6256977,6256977,Male,26,1,28.0,1,< 1 Year,No,44237.0,152.0,172,0
8605324,8605324,Female,40,1,3.0,0,1-2 Year,Yes,2630.0,154.0,95,0
5462139,5462139,Female,28,1,28.0,1,< 1 Year,No,57321.0,152.0,180,0
6624788,6624788,Male,37,1,28.0,1,1-2 Year,No,39132.0,124.0,177,0
10452512,10452512,Female,43,1,28.0,1,1-2 Year,No,40770.0,152.0,291,0
2402708,2402708,Female,23,1,47.0,1,< 1 Year,No,39692.0,151.0,298,0
1453442,1453442,Male,49,1,41.0,1,1-2 Year,No,24447.0,124.0,20,0
7268541,7268541,Male,27,1,28.0,0,< 1 Year,Yes,33675.0,124.0,64,1
11148945,11148945,Female,68,1,15.0,0,1-2 Year,Yes,2630.0,156.0,292,1
2586089,2586089,Male,52,1,28.0,0,1-2 Year,No,27330.0,124.0,222,0
4664222,4664222,Female,37,1,28.0,0,1-2 Year,Yes,30186.0,122.0,32,0
6298354,6298354,Female,25,1,41.0,0,< 1 Year,Yes,30479.0,152.0,219,0
2044380,2044380,Female,23,1,15.0,0,< 1 Year,Yes,28215.0,152.0,172,0
9631388,9631388,Female,22,1,13.0,0,< 1 Year,Yes,2630.0,160.0,117,0
3637235,3637235,Female,44,1,32.0,0,1-2 Year,Yes,2630.0,124.0,209,0
1419658,1419658,Male,54,1,28.0,0,1-2 Year,Yes,53651.0,13.0,120,0
5110733,5110733,Male,22,1,8.0,1,< 1 Year,No,62486.0,152.0,44,0
11483591,11483591,Male,23,1,36.0,1,< 1 Year,No,32295.0,152.0,228,0
1693547,1693547,Male,46,1,41.0,0,1-2 Year,No,31461.0,124.0,59,1
11037239,11037239,Male,49,1,28.0,0,1-2 Year,Yes,47726.0,124.0,218,0
514984,514984,Male,29,1,41.0,1,< 1 Year,No,29097.0,152.0,240,0
300911,300911,Female,56,1,28.0,0,1-2 Year,Yes,40097.0,125.0,122,0
7083166,7083166,Male,20,1,10.0,0,< 1 Year,Yes,31261.0,160.0,167,0
5915886,5915886,Female,36,1,11.0,1,1-2 Year,Yes,2630.0,152.0,259,0
2377661,2377661,Female,72,1,50.0,1,1-2 Year,No,44139.0,26.0,282,0
9568794,9568794,Female,39,1,15.0,0,1-2 Year,Yes,24609.0,152.0,190,0
9297004,9297004,Male,63,1,28.0,0,1-2 Year,Yes,33144.0,26.0,201,0
203115,203115,Male,32,1,41.0,0,< 1 Year,Yes,38036.0,153.0,234,0
7839330,7839330,Female,23,1,50.0,1,< 1 Year,No,27420.0,152.0,17,0
6642932,6642932,Female,37,1,28.0,0,1-2 Year,Yes,28704.0,152.0,90,0
1514661,1514661,Male,55,1,28.0,0,1-2 Year,Yes,29395.0,124.0,247,0
5464632,5464632,Male,36,1,28.0,0,1-2 Year,Yes,41714.0,155.0,182,1
6543425,6543425,Male,61,1,28.0,0,1-2 Year,Yes,28795.0,26.0,156,0
1370606,1370606,Male,67,1,28.0,0,1-2 Year,Yes,48516.0,26.0,194,1
1237228,1237228,Male,74,0,46.0,0,1-2 Year,Yes,48154.0,124.0,242,0
3517022,3517022,Male,58,1,28.0,0,> 2 Years,Yes,46647.0,13.0,30,1
8511592,8511592,Male,68,1,33.0,0,1-2 Year,Yes,27311.0,124.0,293,0
10470994,10470994,Female,46,1,47.0,0,1-2 Year,Yes,36222.0,152.0,76,0
9645885,9645885,Male,67,1,20.0,0,1-2 Year,Yes,2630.0,124.0,212,0
8881418,8881418,Male,42,1,29.0,0,1-2 Year,Yes,32442.0,124.0,158,0
9031245,9031245,Male,23,1,46.0,1,< 1 Year,No,51680.0,152.0,187,0
5884928,5884928,Male,60,1,28.0,1,1-2 Year,No,68413.0,52.0,237,0
1122964,1122964,Female,44,1,28.0,0,1-2 Year,Yes,71522.0,26.0,256,1
10991344,10991344,Male,47,1,46.0,1,1-2 Year,No,25892.0,124.0,10,0
510850,510850,Male,36,1,18.0,0,1-2 Year,Yes,32026.0,150.0,194,0
2723139,2723139,Male,44,1,28.0,0,1-2 Year,Yes,28509.0,26.0,118,1
6584076,6584076,Male,25,1,11.0,1,< 1 Year,No,31826.0,152.0,151,0
8393364,8393364,Male,51,1,33.0,0,1-2 Year,No,35692.0,26.0,230,0
4427552,4427552,Male,22,1,17.0,1,< 1 Year,No,51846.0,152.0,188,0
3299693,3299693,Female,33,1,11.0,1,< 1 Year,Yes,2630.0,152.0,248,0
1433341,1433341,Female,23,1,46.0,0,< 1 Year,Yes,20661.0,26.0,199,0
4217295,4217295,Female,26,1,41.0,1,< 1 Year,No,29966.0,152.0,135,0
8698885,8698885,Male,33,1,18.0,0,< 1 Year,No,34158.0,152.0,223,0
5120695,5120695,Male,48,1,28.0,0,1-2 Year,Yes,35583.0,23.0,266,0
433883,433883,Female,36,1,32.0,0,1-2 Year,No,2630.0,124.0,276,1
10806640,10806640,Female,47,1,28.0,0,1-2 Year,Yes,27920.0,26.0,210,1
8768556,8768556,Male,26,1,45.0,1,< 1 Year,No,21021.0,152.0,222,0
6808428,6808428,Female,43,1,35.0,0,1-2 Year,Yes,2630.0,124.0,206,0
1536513,1536513,Female,20,1,37.0,0,< 1 Year,Yes,47935.0,160.0,171,0
10245374,10245374,Male,70,1,28.0,0,1-2 Year,Yes,27309.0,13.0,119,1
4904222,4904222,Female,31,1,25.0,0,< 1 Year,Yes,2630.0,152.0,94,0
4993426,4993426,Male,59,1,28.0,0,1-2 Year,No,46471.0,26.0,191,0
10124689,10124689,Male,51,1,28.0,0,1-2 Year,Yes,2630.0,125.0,294,0
9267493,9267493,Male,23,1,6.0,1,< 1 Year,No,31928.0,152.0,226,0
1460335,1460335,Male,36,1,30.0,1,1-2 Year,Yes,2630.0,157.0,115,0
3522703,3522703,Male,47,1,28.0,0,> 2 Years,Yes,35204.0,26.0,126,1
6573776,6573776,Male,51,1,28.0,0,1-2 Year,Yes,42517.0,26.0,272,0
5582745,5582745,Male,41,1,50.0,0,1-2 Year,Yes,31581.0,124.0,125,0
10802432,10802432,Female,50,1,18.0,0,1-2 Year,Yes,25706.0,131.0,256,0
5679250,5679250,Male,51,1,46.0,1,1-2 Year,No,2630.0,26.0,57,0
8719413,8719413,Female,24,1,3.0,1,< 1 Year,No,36317.0,152.0,114,0
9105616,9105616,Female,21,1,3.0,1,< 1 Year,No,35605.0,160.0,74,0
159512,159512,Female,78,1,28.0,1,1-2 Year,No,61778.0,147.0,20,0
10215599,10215599,Male,24,1,21.0,1,< 1 Year,No,34707.0,152.0,39,0
1662074,1662074,Male,24,1,2.0,0,< 1 Year,No,33137.0,152.0,293,0
11062176,11062176,Male,44,1,21.0,1,1-2 Year,No,2630.0,26.0,164,0
11309236,11309236,Male,35,1,50.0,0,< 1 Year,Yes,2630.0,157.0,162,0
11244071,11244071,Male,20,1,4.0,0,< 1 Year,Yes,27560.0,160.0,292,0
1490089,1490089,Male,49,1,28.0,0,1-2 Year,Yes,25576.0,124.0,155,1
3566753,3566753,Male,50,1,15.0,1,1-2 Year,No,2630.0,124.0,63,0
2228619,2228619,Female,22,1,11.0,1,< 1 Year,No,17450.0,152.0,288,0
8596395,8596395,Male,35,1,39.0,0,1-2 Year,Yes,32741.0,156.0,247,0
9016896,9016896,Male,50,1,28.0,1,1-2 Year,Yes,31848.0,124.0,101,0
4973508,4973508,Female,63,1,46.0,0,1-2 Year,Yes,2630.0,156.0,77,0
991754,991754,Female,31,1,28.0,1,< 1 Year,No,44253.0,152.0,160,0
10108431,10108431,Female,41,1,28.0,0,1-2 Year,Yes,39154.0,26.0,273,1
3781252,3781252,Male,39,1,28.0,1,1-2 Year,No,31393.0,26.0,102,0
5871759,5871759,Female,31,1,10.0,1,< 1 Year,No,27014.0,152.0,230,0
1181671,1181671,Male,24,1,33.0,1,< 1 Year,No,27981.0,152.0,263,0
86745,86745,Male,69,1,28.0,0,1-2 Year,Yes,50942.0,124.0,162,0
7594249,7594249,Male,48,1,35.0,1,1-2 Year,No,41973.0,124.0,73,0
8324229,8324229,Male,58,1,37.0,1,1-2 Year,No,34198.0,124.0,282,0
10386389,10386389,Male,28,1,28.0,1,< 1 Year,No,27287.0,152.0,107,0
5800949,5800949,Female,24,1,28.0,1,< 1 Year,No,37258.0,152.0,90,0
3750878,3750878,Male,54,1,28.0,0,1-2 Year,Yes,37649.0,26.0,189,1
1995746,1995746,Female,62,1,30.0,0,1-2 Year,Yes,2630.0,26.0,129,0
5035443,5035443,Male,78,1,28.0,1,1-2 Year,No,41139.0,26.0,284,0
3844722,3844722,Female,49,1,41.0,1,1-2 Year,Yes,2630.0,26.0,226,0
4589349,4589349,Male,24,1,41.0,0,< 1 Year,Yes,2630.0,154.0,57,1
8957174,8957174,Female,23,1,9.0,1,< 1 Year,No,43128.0,151.0,13,0
4871732,4871732,Female,28,1,32.0,1,< 1 Year,No,2630.0,152.0,204,0
1645645,1645645,Male,33,1,27.0,0,1-2 Year,No,2630.0,156.0,291,0
9976033,9976033,Female,41,1,39.0,0,1-2 Year,Yes,2630.0,124.0,268,1
293948,293948,Male,73,1,28.0,0,1-2 Year,Yes,28315.0,124.0,281,0
8608316,8608316,Female,51,1,28.0,0,> 2 Years,Yes,61003.0,124.0,219,0
5998392,5998392,Male,38,1,17.0,1,1-2 Year,Yes,2630.0,7.0,189,0
3168404,3168404,Male,23,1,5.0,0,< 1 Year,Yes,35348.0,151.0,167,0
3199349,3199349,Male,32,1,36.0,0,< 1 Year,Yes,29509.0,124.0,244,1
9039584,9039584,Male,24,1,11.0,1,< 1 Year,No,25351.0,152.0,172,0
5499867,5499867,Male,23,1,46.0,0,< 1 Year,No,25368.0,160.0,134,0
3662961,3662961,Male,51,1,8.0,0,1-2 Year,Yes,2630.0,26.0,109,1
2446980,2446980,Male,22,1,41.0,1,< 1 Year,No,29325.0,152.0,219,0
405600,405600,Female,28,1,8.0,1,< 1 Year,No,31725.0,152.0,158,0
8312051,8312051,Female,21,1,5.0,1,< 1 Year,Yes,2630.0,160.0,222,0
43185,43185,Female,20,1,31.0,0,1-2 Year,Yes,2630.0,156.0,150,0
8374520,8374520,Male,30,1,28.0,1,< 1 Year,No,49546.0,152.0,77,0
292338,292338,Female,35,1,35.0,0,1-2 Year,Yes,47728.0,26.0,57,1
7684420,7684420,Male,26,1,27.0,1,< 1 Year,No,25446.0,152.0,220,0
11205463,11205463,Female,26,1,35.0,1,< 1 Year,No,61435.0,152.0,107,0
6807268,6807268,Female,62,1,35.0,0,1-2 Year,Yes,23708.0,26.0,240,1
1555029,1555029,Male,55,1,9.0,0,1-2 Year,Yes,38388.0,124.0,64,0
6599661,6599661,Male,31,1,41.0,0,< 1 Year,Yes,29894.0,152.0,277,1
11384822,11384822,Female,67,1,45.0,0,1-2 Year,No,27958.0,152.0,269,0
522817,522817,Female,23,1,34.0,1,< 1 Year,No,2630.0,151.0,177,0
4480112,4480112,Female,34,1,21.0,1,1-2 Year,No,34795.0,26.0,36,0
417028,417028,Female,58,1,41.0,0,1-2 Year,Yes,2630.0,157.0,168,1
211147,211147,Male,35,1,8.0,1,1-2 Year,No,43899.0,124.0,298,0
5111190,5111190,Female,28,1,10.0,1,< 1 Year,No,25156.0,152.0,189,0
1508105,1508105,Female,34,1,46.0,0,1-2 Year,Yes,2630.0,156.0,56,0
5258715,5258715,Male,42,1,28.0,0,1-2 Year,Yes,45139.0,26.0,26,1
2743353,2743353,Male,34,1,7.0,1,1-2 Year,No,2630.0,26.0,147,0
8695185,8695185,Female,24,1,21.0,1,< 1 Year,No,35216.0,152.0,157,0
7806725,7806725,Male,65,1,36.0,1,1-2 Year,No,2630.0,26.0,298,0
7166292,7166292,Female,24,1,2.0,1,< 1 Year,No,28275.0,152.0,16,0
11187995,11187995,Male,22,1,18.0,0,< 1 Year,Yes,28605.0,154.0,244,0
7478098,7478098,Female,40,1,28.0,0,1-2 Year,Yes,44663.0,124.0,66,0
11083440,11083440,Male,29,1,28.0,0,< 1 Year,Yes,50621.0,121.0,90,0
4885021,4885021,Female,38,1,28.0,0,1-2 Year,Yes,49253.0,124.0,76,0
8709309,8709309,Female,46,1,27.0,0,1-2 Year,Yes,29395.0,163.0,58,0
6648553,6648553,Male,43,1,46.0,0,1-2 Year,Yes,34013.0,154.0,249,0
795146,795146,Female,52,1,30.0,0,1-2 Year,Yes,30049.0,26.0,235,0
2693453,2693453,Female,46,1,28.0,0,1-2 Year,Yes,44392.0,124.0,57,1
4541967,4541967,Female,24,1,46.0,0,< 1 Year,Yes,2630.0,151.0,126,0
1793234,1793234,Female,32,1,28.0,1,< 1 Year,No,29657.0,152.0,95,0
515055,515055,Male,21,1,47.0,0,< 1 Year,No,31489.0,160.0,130,0
4292017,4292017,Female,23,1,25.0,1,< 1 Year,No,29155.0,152.0,145,0
8151632,8151632,Male,68,1,28.0,1,1-2 Year,No,54761.0,124.0,265,0
3267728,3267728,Male,41,1,28.0,1,1-2 Year,No,54360.0,122.0,187,0
1782791,1782791,Male,58,1,8.0,1,1-2 Year,No,57565.0,124.0,208,0
9134841,9134841,Male,44,1,28.0,0,> 2 Years,Yes,47123.0,122.0,206,0
10112409,10112409,Male,36,1,36.0,0,1-2 Year,Yes,2630.0,124.0,108,0
3436093,3436093,Female,41,1,28.0,0,> 2 Years,Yes,29207.0,122.0,110,0
2524510,2524510,Male,45,1,33.0,1,1-2 Year,No,30865.0,152.0,282,0
7015249,7015249,Female,37,1,4.0,0,1-2 Year,Yes,29949.0,124.0,18,0
4013623,4013623,Male,53,1,20.0,0,1-2 Year,Yes,2630.0,154.0,142,1
8704386,8704386,Male,21,1,28.0,0,1-2 Year,Yes,47141.0,157.0,273,1
10752005,10752005,Male,57,1,28.0,0,> 2 Years,Yes,37956.0,122.0,152,0
2921482,2921482,Male,23,1,50.0,1,< 1 Year,No,34403.0,152.0,76,0
8892968,8892968,Male,33,1,3.0,1,< 1 Year,No,40940.0,152.0,97,0
7155391,7155391,Female,27,1,3.0,1,< 1 Year,No,27229.0,152.0,181,0
10297322,10297322,Female,45,1,8.0,0,1-2 Year,No,2630.0,26.0,197,0
3745735,3745735,Male,48,1,28.0,0,> 2 Years,Yes,56729.0,26.0,30,0
8517088,8517088,Male,39,1,35.0,0,1-2 Year,Yes,2630.0,160.0,94,0
1452922,1452922,Female,23,1,8.0,1,< 1 Year,No,27961.0,152.0,151,0
2668032,2668032,Female,31,1,8.0,1,< 1 Year,No,24962.0,152.0,213,0
2270891,2270891,Male,36,1,43.0,0,1-2 Year,Yes,56720.0,124.0,241,1
8521627,8521627,Female,25,1,41.0,1,< 1 Year,No,49235.0,152.0,79,0
11348009,11348009,Male,40,1,29.0,0,1-2 Year,Yes,36796.0,124.0,298,0
7868019,7868019,Female,23,1,50.0,0,< 1 Year,Yes,2630.0,26.0,146,0
4016333,4016333,Female,25,1,45.0,0,< 1 Year,No,2630.0,156.0,216,0
9593225,9593225,Female,38,1,28.0,1,1-2 Year,No,49262.0,26.0,38,0
6831314,6831314,Male,38,1,9.0,1,1-2 Year,No,2630.0,160.0,64,0
10763235,10763235,Female,25,1,33.0,1,< 1 Year,No,64463.0,152.0,228,0
7412755,7412755,Female,22,1,36.0,0,< 1 Year,No,29158.0,152.0,292,0
10000621,10000621,Female,46,1,28.0,0,1-2 Year,Yes,25231.0,26.0,137,0
6776276,6776276,Female,24,1,30.0,1,< 1 Year,No,28756.0,152.0,126,0
3575153,3575153,Male,22,1,28.0,1,< 1 Year,No,36546.0,152.0,110,0
4357690,4357690,Female,23,1,33.0,0,1-2 Year,Yes,35144.0,124.0,198,1
9284422,9284422,Male,22,1,45.0,0,< 1 Year,No,35261.0,152.0,82,0
3537670,3537670,Male,21,1,27.0,0,< 1 Year,Yes,28088.0,152.0,299,0
2815801,2815801,Female,22,1,32.0,0,< 1 Year,Yes,34902.0,152.0,105,0
2335691,2335691,Male,34,1,21.0,0,1-2 Year,Yes,29210.0,154.0,222,0
9697391,9697391,Male,24,1,8.0,0,< 1 Year,No,2630.0,160.0,280,1
6649343,6649343,Female,42,1,46.0,0,1-2 Year,Yes,2630.0,163.0,222,0
8928623,8928623,Female,41,1,8.0,0,1-2 Year,Yes,38962.0,26.0,112,0
7634587,7634587,Female,25,1,18.0,1,< 1 Year,No,20663.0,152.0,107,0
8223086,8223086,Male,43,1,36.0,1,1-2 Year,No,2630.0,152.0,219,0
9171766,9171766,Male,56,1,15.0,0,1-2 Year,Yes,32331.0,124.0,278,1
8474290,8474290,Male,51,1,28.0,0,1-2 Year,Yes,40502.0,26.0,243,0
2961098,2961098,Male,61,1,20.0,0,> 2 Years,Yes,2630.0,26.0,83,1
10279370,10279370,Female,51,1,28.0,0,1-2 Year,Yes,59377.0,26.0,164,1
7113411,7113411,Female,51,1,46.0,0,1-2 Year,Yes,27363.0,124.0,152,0
585632,585632,Female,26,1,50.0,1,< 1 Year,No,24456.0,152.0,281,0
7520369,7520369,Female,21,1,29.0,1,< 1 Year,No,33923.0,160.0,227,0
11229351,11229351,Male,45,1,28.0,0,> 2 Years,Yes,38191.0,26.0,275,1
7644498,7644498,Female,45,1,50.0,1,1-2 Year,No,36668.0,18.0,99,0
2358476,2358476,Male,25,1,29.0,1,< 1 Year,No,36839.0,152.0,20,0
3062985,3062985,Female,62,1,41.0,0,1-2 Year,Yes,2630.0,157.0,93,0
2222964,2222964,Female,24,1,6.0,1,< 1 Year,No,24132.0,152.0,159,0
2033932,2033932,Male,31,1,8.0,0,< 1 Year,Yes,32238.0,26.0,152,1
7614329,7614329,Female,43,1,50.0,0,1-2 Year,Yes,30814.0,8.0,62,0
4765985,4765985,Female,47,1,28.0,0,> 2 Years,Yes,46509.0,26.0,151,1
8771106,8771106,Male,63,1,15.0,1,1-2 Year,No,2630.0,4.0,123,0
1988607,1988607,Male,57,1,47.0,0,1-2 Year,Yes,32357.0,16.0,41,0
2439965,2439965,Female,59,1,28.0,0,> 2 Years,Yes,58272.0,3.0,179,0
3247947,3247947,Male,29,1,37.0,1,< 1 Year,No,36182.0,152.0,272,0
4734303,4734303,Male,39,1,41.0,1,1-2 Year,No,33363.0,152.0,237,0
10680042,10680042,Female,47,1,28.0,0,1-2 Year,Yes,46736.0,124.0,11,1
2689713,2689713,Male,52,1,48.0,1,1-2 Year,No,2630.0,15.0,126,0
7502784,7502784,Female,22,1,36.0,0,< 1 Year,Yes,28978.0,152.0,160,0
7794023,7794023,Female,54,1,41.0,0,1-2 Year,Yes,50687.0,26.0,215,1
7080929,7080929,Male,39,1,35.0,1,1-2 Year,No,2630.0,152.0,213,0
4596823,4596823,Male,25,1,28.0,1,< 1 Year,No,35640.0,152.0,96,0
3183824,3183824,Male,33,1,49.0,1,< 1 Year,No,23447.0,152.0,276,0
2486269,2486269,Male,23,1,18.0,0,< 1 Year,Yes,25440.0,152.0,110,0
10624552,10624552,Male,66,1,28.0,0,1-2 Year,Yes,49411.0,122.0,103,0
10310324,10310324,Male,42,1,24.0,1,1-2 Year,No,27783.0,124.0,39,0
1609338,1609338,Male,25,1,13.0,1,< 1 Year,No,29822.0,152.0,263,0
1362728,1362728,Male,28,1,21.0,1,< 1 Year,No,29574.0,152.0,193,0
10834341,10834341,Male,24,1,13.0,1,< 1 Year,No,35193.0,152.0,69,0
5943343,5943343,Male,62,1,28.0,0,1-2 Year,Yes,55201.0,26.0,40,1
2977586,2977586,Male,60,1,29.0,0,> 2 Years,Yes,27191.0,26.0,131,0
5384212,5384212,Female,25,1,38.0,1,< 1 Year,No,2630.0,152.0,83,0
8647465,8647465,Female,20,1,25.0,1,< 1 Year,No,25384.0,160.0,258,0
1691614,1691614,Female,59,1,23.0,0,1-2 Year,No,2630.0,124.0,20,0
8780448,8780448,Male,25,1,30.0,1,1-2 Year,No,29495.0,124.0,54,0
2522593,2522593,Female,22,1,13.0,0,< 1 Year,Yes,27460.0,152.0,258,0
9640134,9640134,Female,71,1,28.0,0,1-2 Year,Yes,51870.0,30.0,292,0
5899127,5899127,Female,55,1,41.0,1,1-2 Year,No,37926.0,26.0,126,0
396269,396269,Female,26,1,28.0,1,< 1 Year,No,43815.0,152.0,150,0
9210922,9210922,Female,63,1,46.0,1,1-2 Year,No,2630.0,154.0,292,0
6219105,6219105,Male,24,1,36.0,0,< 1 Year,Yes,34550.0,152.0,183,0
751054,751054,Male,76,1,8.0,1,1-2 Year,No,38551.0,124.0,165,0
6846072,6846072,Male,21,1,30.0,0,< 1 Year,Yes,36644.0,152.0,131,1
4581497,4581497,Male,46,1,28.0,0,1-2 Year,Yes,25672.0,157.0,65,1
9189150,9189150,Male,43,1,28.0,0,1-2 Year,Yes,47795.0,122.0,135,1
1909572,1909572,Male,30,1,30.0,0,1-2 Year,Yes,2630.0,124.0,74,0
6399915,6399915,Male,58,1,28.0,1,1-2 Year,No,31231.0,26.0,152,0
342320,342320,Male,53,1,28.0,0,1-2 Year,Yes,50512.0,26.0,144,1
5540035,5540035,Male,23,1,17.0,1,< 1 Year,No,38507.0,152.0,35,0
6850383,6850383,Male,45,1,15.0,0,1-2 Year,Yes,29490.0,124.0,292,0
208396,208396,Male,24,1,2.0,1,< 1 Year,No,48198.0,152.0,220,0
7426568,7426568,Female,42,1,10.0,1,1-2 Year,No,34051.0,30.0,292,0
10583458,10583458,Female,38,1,35.0,0,1-2 Year,Yes,2630.0,156.0,295,1
2659828,2659828,Female,55,1,41.0,1,1-2 Year,No,42242.0,26.0,56,0
5161888,5161888,Male,67,1,28.0,0,1-2 Year,Yes,39199.0,26.0,123,0
7829366,7829366,Female,41,1,8.0,1,1-2 Year,No,72793.0,152.0,41,0
10169440,10169440,Female,27,1,14.0,1,< 1 Year,No,48735.0,152.0,273,0
10172919,10172919,Female,63,1,48.0,0,1-2 Year,Yes,2630.0,124.0,243,0
5664934,5664934,Female,43,1,28.0,1,1-2 Year,No,29900.0,29.0,197,0
10596454,10596454,Female,25,1,8.0,1,< 1 Year,No,37709.0,152.0,80,0
3181473,3181473,Female,56,1,46.0,1,1-2 Year,No,2630.0,29.0,79,0
7006658,7006658,Male,23,1,8.0,1,< 1 Year,No,50871.0,152.0,48,0
1861239,1861239,Male,41,1,28.0,0,1-2 Year,Yes,32713.0,26.0,55,0
2721729,2721729,Female,27,1,33.0,0,< 1 Year,Yes,27363.0,152.0,248,1
11292008,11292008,Female,24,1,29.0,1,< 1 Year,No,23049.0,26.0,86,0
2905793,2905793,Male,49,1,28.0,0,1-2 Year,Yes,43411.0,26.0,294,0
5028693,5028693,Male,57,1,47.0,1,1-2 Year,No,35586.0,16.0,193,0
7383895,7383895,Male,46,1,50.0,1,1-2 Year,No,35694.0,8.0,286,0
5919770,5919770,Male,60,1,23.0,0,1-2 Year,Yes,25215.0,154.0,93,0
2655703,2655703,Female,20,1,47.0,0,< 1 Year,Yes,25362.0,160.0,268,0
4961728,4961728,Male,24,1,33.0,1,< 1 Year,No,29340.0,152.0,104,0
4526470,4526470,Male,44,1,28.0,0,1-2 Year,Yes,41475.0,124.0,71,1
6927371,6927371,Female,28,1,47.0,0,1-2 Year,Yes,2630.0,156.0,142,0
2135080,2135080,Male,29,1,18.0,0,1-2 Year,No,29250.0,157.0,233,1
9070880,9070880,Male,20,1,46.0,1,< 1 Year,No,29158.0,160.0,282,0
10357924,10357924,Female,30,1,28.0,1,< 1 Year,No,28120.0,152.0,255,0
8903094,8903094,Male,23,1,37.0,1,< 1 Year,No,38012.0,152.0,76,0
11471078,11471078,Male,28,1,28.0,1,< 1 Year,No,57528.0,152.0,38,0
9263809,9263809,Male,24,1,29.0,1,< 1 Year,No,35325.0,152.0,179,0
135623,135623,Male,56,1,28.0,0,1-2 Year,Yes,43896.0,26.0,196,0
528968,528968,Female,67,1,28.0,0,1-2 Year,Yes,42142.0,26.0,90,0
10135124,10135124,Female,69,1,28.0,1,1-2 Year,No,29013.0,23.0,285,0
433642,433642,Male,41,1,49.0,1,1-2 Year,No,31393.0,26.0,81,0
9303760,9303760,Male,65,0,28.0,0,1-2 Year,Yes,44357.0,26.0,283,1
3562708,3562708,Male,23,1,8.0,1,< 1 Year,No,52723.0,152.0,261,0
8641148,8641148,Female,25,1,28.0,1,< 1 Year,No,27265.0,152.0,235,0
9262257,9262257,Male,24,1,41.0,1,< 1 Year,No,38323.0,152.0,225,0
